ID,Nom,Prenom,Age,Departement,Ville,Date_Embauche,Salaire,Prime,Teletravail,Performance_Score,Projet,Remise,Client_ID,Produit,Heures_Semaine,Feedback_Score,Type_Contrat,Manager,Categorie_Travail,Bonus_Annuel,Ventes_Mois01,Ventes_Mois02,Ventes_Mois03,Ventes_Mois04,Ventes_Mois05,Ventes_Mois06,Ventes_Mois07,Ventes_Mois08,Ventes_Mois09,Ventes_Mois10,Ventes_Mois11,Ventes_Mois12,CA,Salaire_Annuel,Salaire_Total,Ratio_CA_Salaire,Anciennete,Score_Pondere,Indice_Performance_Normalise,Ratio_Age_Anciennete,Categorie_Age,Performance_Level,Top_Performers,CLV,Score_Efficacite_20,Remise_Categorie,CA_Total_Produit
8561,Allen,David,60,Ventes,Port Sarahmouth,2014-09-23,2967,1700,Non,80,Projet D,0.02,4275,Produit X,33,4,Freelance,Victoria Haney,Avancé,6312,27794,67901,85035,44512,41715,18740,97942,34835,78160,63730,48170,2090,598411.52,35604,43616,13.72,11,1207.36,0.29,5.45,Retraité / Consultant,High,True,1661280.89,5.97,Avec Remise,1275523122.61
8562,Sanchez,Timothy,37,Finance,Brownhaven,2024-02-29,2324,2429,Non,85,Projet D,0.05,4757,Produit Z,31,1,CDI,Thomas Pham,Expert,6729,24520,40763,90122,83824,55329,89230,89439,80214,77534,97662,50080,36858,774796.25,27888,37046,20.91,1,177.77,0.03,37.0,Expérimenté,Medium,False,2969462.34,1.21,Avec Remise,1286715697.35
8563,Olsen,Cole,34,Production,Palmerbury,2015-02-09,7905,2227,Non,92,Projet B,0.12,2502,Produit Z,35,5,Freelance,Marie Allen,Expert,3935,96230,76684,75204,7602,52359,96676,63217,64854,54887,56015,13816,7157,584936.88,94860,101022,5.79,10,532.7,0.13,3.4,Professionnel confirmé,Medium,False,1244187.3,2.43,Avec Remise,1286715697.35
8564,Johnson,Timothy,29,RH,Estradaton,2013-02-25,4303,3311,Oui,55,Projet A,0.14,1305,Produit Z,42,2,Freelance,Amy Washington,Avancé,5251,97425,98247,4559,74557,30452,49124,6564,28874,48885,68300,73971,49353,542067.46,51636,60198,9.0,12,594.31,0.16,2.42,Jeune professionnel,Medium,False,1895904.82,2.09,Avec Remise,1286715697.35
8565,Vazquez,Roy,54,Production,Carrilloborough,2021-10-27,11529,3012,Non,96,Projet B,0.08,3492,Produit Z,41,1,CDD,Angela Richardson,Expert,573,44696,58784,15855,89079,79,91862,63833,58640,91728,52073,3810,56547,576827.12,138348,141933,4.06,4,156.06,0.04,13.5,Expert,Medium,False,1449846.47,0.6,Avec Remise,1286715697.35
8566,Werner,Karina,33,Finance,New Brandy,2014-04-25,7427,743,Non,81,Projet D,0.09,2260,Produit X,39,1,CDD,Lauren Morris,Standard,8448,94392,31126,79437,90158,59514,67986,7701,29087,20985,75270,46015,75030,615797.91,89124,98315,6.26,11,558.08,0.13,3.0,Professionnel confirmé,Medium,False,1971214.01,2.4,Avec Remise,1275523122.61
8567,Jacobs,Colin,26,Ventes,Lake Jessicamouth,2024-07-19,11508,3270,Non,61,Projet A,0.07,2731,Produit Z,39,4,Freelance,Tony Morgan,Avancé,6373,30153,82101,87362,39411,9141,32186,46096,92682,77667,46670,77086,41839,616026.42,138096,147739,4.17,1,25.44,0.01,26.0,Jeune professionnel,Low,False,1554734.09,0.11,Avec Remise,1286715697.35
8568,Nguyen,Christina,43,IT,Lake Briannaview,2014-03-02,10953,931,Non,61,Projet B,0.04,3780,Produit Z,30,5,Freelance,Robin Robinson,Standard,6255,56955,17826,4787,60896,17283,89388,37158,86985,5187,15739,17505,19921,412444.8,131436,138622,2.98,11,199.64,0.07,3.91,Senior 1,Medium,False,2086132.68,0.75,Avec Remise,1286715697.35
8569,Chapman,Sarah,41,Ventes,North Tony,2017-06-10,11076,1011,Non,71,Projet B,0.04,4735,Produit W,35,2,CDI,Richard Conrad,Avancé,1517,13122,9397,54278,49337,54789,89279,21213,88338,50596,44946,42851,76559,570916.8,132912,135440,4.22,8,239.43,0.06,5.12,Senior 1,Medium,False,2630976.55,1.07,Avec Remise,1292981428.48
8570,Owens,Erin,26,RH,New Traciview,2014-09-26,10839,1588,Non,91,Projet A,0.0,4801,Produit Z,37,5,Freelance,Christina Bonilla,Avancé,6011,74505,43219,52299,29370,36890,63203,56842,96954,56955,88179,90948,19002,708366.0,130068,137667,5.15,11,515.06,0.11,2.36,Jeune professionnel,Medium,False,2327939.2,2.69,Sans Remise,1286715697.35
8571,Miller,Nicholas,42,RH,North Courtney,2011-06-15,11640,4943,Oui,72,Projet A,0.1,4752,Produit X,41,3,Freelance,Roger Ramirez,Expert,3613,55609,30547,34571,30908,74699,3239,12513,38098,30250,55973,11033,11540,350082.0,139680,148236,2.36,14,238.05,0.1,3.0,Senior 1,Medium,False,2700592.13,0.55,Avec Remise,1275523122.61
8572,Benjamin,Elizabeth,40,RH,Justinport,2025-06-01,9667,801,Oui,93,Projet A,0.04,2949,Produit X,44,4,CDD,Carrie Thompson,Expert,6801,86259,67309,97433,40310,65221,2227,58527,7077,37495,3167,61257,1358,506534.4,116004,123606,4.1,0,0.0,0.0,inf,Senior 1,Low,False,1411212.74,0.0,Avec Remise,1275523122.61
8573,Garrett,Danielle,28,Finance,Lake Taylor,2024-02-01,5450,737,Oui,77,Projet C,0.04,1205,Produit Z,34,5,CDD,Anthony Steele,Expert,2980,74162,6739,82874,91982,97034,48972,92047,73713,14629,93111,58422,61548,763423.68,65400,69117,11.05,1,85.05,0.02,28.0,Jeune professionnel,Medium,False,2778157.42,0.52,Avec Remise,1286715697.35
8574,Cabrera,Derek,41,RH,South Robert,2009-10-15,6760,3999,Oui,97,Projet D,0.16,4861,Produit Z,38,1,CDD,Nicole Daniel,Avancé,7550,15294,49316,57919,35335,99580,25935,50158,90946,70299,63309,56526,27380,539277.48,81120,92669,5.82,16,903.17,0.24,2.56,Senior 1,Medium,False,2306433.4,3.5,Avec Remise,1286715697.35
8575,Hughes,Brian,30,Ventes,Lake Jason,2020-08-19,11928,2579,Oui,73,Projet C,0.06,2824,Produit W,39,3,CDI,Margaret Stout,Standard,8830,610,59352,44573,95537,87595,75459,75920,62596,88540,73886,33104,38012,691072.96,143136,154545,4.47,5,163.22,0.03,6.0,Professionnel confirmé,Medium,False,691072.96,0.79,Avec Remise,1292981428.48
8576,Bush,Michael,51,Marketing,South Jameschester,2019-06-23,10419,4846,Oui,85,Projet A,0.08,4759,Produit Z,41,2,CDD,Eric Tran,Expert,80,28842,9050,98675,83312,38219,78572,2111,70349,42682,96801,7398,35568,544252.68,125028,129954,4.19,6,213.59,0.06,8.5,Expert,Medium,False,1755974.28,0.77,Avec Remise,1286715697.35
8577,Roberts,David,56,Finance,Karaberg,2023-12-19,9166,707,Non,96,Projet C,0.27,3609,Produit Z,43,2,CDD,Hannah James,Standard,2846,64900,92157,47100,95749,74090,62512,84076,37178,55891,2562,80922,44244,541208.13,109992,113545,4.77,2,91.52,0.02,28.0,Pré-retraire,Medium,False,541208.13,0.31,Avec Remise,1286715697.35
8578,Bryant,Timothy,30,Ventes,South Christopher,2011-02-10,6390,2350,Non,64,Projet A,0.25,4629,Produit W,35,1,CDI,William Simmons,Expert,138,59510,79372,58300,44317,36522,86706,14384,20765,3245,30475,55171,76593,424020.0,76680,79168,5.36,14,479.89,0.16,2.14,Professionnel confirmé,Medium,False,3072777.6,1.59,Avec Remise,1292981428.48
8579,Nelson,Charles,55,IT,Stevenburgh,2025-06-16,11176,4115,Oui,61,Projet D,0.07,4488,Produit W,36,2,CDD,Jenny Yates,Expert,1099,88477,59188,94093,53564,90029,95318,43102,55956,4552,19374,31589,2057,592688.07,134112,139326,4.25,0,0.0,0.0,inf,Pré-retraire,Low,False,2069469.23,0.0,Avec Remise,1292981428.48
8580,Joseph,Matthew,52,IT,Nelsonchester,2010-11-12,6751,4262,Oui,65,Projet B,0.09,1971,Produit Y,33,1,CDI,Justin Bailey,Avancé,8809,51591,31866,95970,97240,26044,78906,45288,25833,60173,13010,90014,68031,622409.06,81012,94083,6.62,15,645.01,0.15,3.47,Expert,Medium,False,2036245.81,3.32,Avec Remise,1285481295.4
8581,Adams,Jasmine,41,Ventes,North Briantown,2022-03-29,6551,1680,Non,65,Projet C,0.1,4542,Produit X,40,2,CDI,David Cooper,Avancé,4570,17193,80360,45289,30638,63287,27230,35118,80680,79407,95955,14006,76504,581100.3,78612,84862,6.85,3,133.53,0.03,13.67,Senior 1,Medium,False,1784909.84,0.53,Avec Remise,1275523122.61
8582,Bowman,Stacey,30,Production,Normaville,2018-08-08,11627,3288,Non,95,Projet D,0.18,3239,Produit X,33,2,CDD,Nicole Kim,Avancé,1523,5991,45928,78644,60093,40648,83023,62748,93058,47633,13981,23764,96158,534368.58,139524,144335,3.7,7,246.2,0.07,4.29,Professionnel confirmé,Medium,False,2288898.22,1.09,Avec Remise,1275523122.61
8583,Parker,Tammy,29,Marketing,Belltown,2008-10-18,8776,1934,Oui,52,Projet D,0.17,3224,Produit Y,41,1,CDI,Tyler Gomez,Expert,520,96387,16792,30305,44086,58240,49153,39576,80547,66442,9583,27958,74574,492723.69,105312,107766,4.57,17,404.18,0.12,1.71,Jeune professionnel,Medium,False,1821517.16,1.32,Avec Remise,1285481295.4
8584,Black,Theresa,27,Marketing,Vincentfurt,2018-05-12,3865,2123,Oui,80,Projet D,0.12,4387,Produit W,42,3,CDD,Dr. Matthew Poole,Standard,1774,81200,90859,53899,98594,18938,42059,75533,3176,73841,21683,2220,7097,500807.12,46380,50277,9.96,7,557.81,0.16,3.86,Jeune professionnel,Medium,False,5297516.47,1.81,Avec Remise,1292981428.48
8585,Maldonado,Richard,50,IT,South Randychester,2019-07-10,8847,4617,Oui,91,Projet C,0.27,4330,Produit Y,40,5,CDD,Kimberly Simmons,Expert,3394,90633,93350,19379,16065,35433,41927,74463,71956,3987,91470,78191,68859,500570.49,106164,114175,4.38,6,239.38,0.07,8.33,Expert,Medium,False,1542751.9,0.82,Avec Remise,1285481295.4
8586,Wallace,Henry,26,IT,New Jonathanburgh,2008-12-06,6786,3263,Oui,67,Projet C,0.27,1553,Produit Y,31,2,CDI,Jay Carroll,Standard,6052,50631,73009,94178,96414,59297,77848,20193,78652,7015,36300,74754,78540,545186.63,81432,90747,6.01,17,684.28,0.18,1.53,Jeune professionnel,Medium,False,1527278.17,3.28,Avec Remise,1285481295.4
8587,Allen,Danielle,40,IT,Laceychester,2009-06-18,11052,723,Oui,53,Projet C,0.06,1057,Produit Z,34,2,CDD,Alan Giles,Expert,4435,13654,68889,92112,3226,7483,983,25806,60795,47299,45656,21721,48683,410128.58,132624,137782,2.98,16,252.42,0.09,2.5,Senior 1,Medium,False,410128.58,0.83,Avec Remise,1286715697.35
8588,Henderson,Michele,51,Finance,East Justinstad,2020-09-22,9476,3269,Non,97,Projet A,0.18,2548,Produit Y,35,5,CDI,James Payne,Standard,3180,47878,71988,18842,45912,29346,63167,84452,17295,95665,56768,9042,48780,483090.7,113712,120161,4.02,5,194.99,0.06,10.2,Expert,Medium,False,1071924.56,0.73,Avec Remise,1285481295.4
8589,Roberts,Shannon,45,Production,Wallaceburgh,2014-12-11,4374,3312,Non,73,Projet B,0.01,4361,Produit Y,44,2,Freelance,Sandra Chapman,Expert,4666,49160,3857,66753,87093,72642,3578,72219,77029,5310,16284,71857,44352,564432.66,52488,60466,9.33,11,749.58,0.19,4.09,Senior 2,Medium,False,1011981.16,2.62,Avec Remise,1285481295.4
8590,Garcia,Kevin,60,Finance,West Bradley,2013-07-15,10364,3343,Non,55,Projet A,0.23,4033,Produit X,41,5,CDD,Suzanne Gonzalez,Avancé,8903,26131,37096,75139,64975,4035,85569,11325,35198,507,94529,7881,29651,363467.72,124368,136614,2.66,12,175.6,0.07,5.0,Retraité / Consultant,Medium,False,2370731.7,0.42,Avec Remise,1275523122.61
8591,Davis,Troy,43,Production,New Amy,2007-09-20,3631,3673,Oui,52,Projet A,0.0,4777,Produit Y,36,5,CDI,David Wagner,Standard,3899,10394,62429,85331,30175,28356,32913,99733,10826,90984,54253,16186,35078,556658.0,43572,51144,10.88,18,1018.75,0.27,2.39,Senior 1,High,True,2034921.65,4.3,Sans Remise,1285481295.4
8592,Powell,Eugene,53,Marketing,New Joshuamouth,2021-03-16,9332,3490,Non,58,Projet A,0.27,3256,Produit Y,43,1,Freelance,Sue Nguyen,Avancé,1225,56894,82572,97023,83198,21614,16952,65625,31517,71483,42597,77403,51274,509650.96,111984,116699,4.37,4,101.32,0.03,13.25,Expert,Medium,False,4367441.29,0.33,Avec Remise,1285481295.4
8593,Kim,Michelle,48,IT,West Donstad,2021-01-11,8077,723,Non,52,Projet D,0.18,4305,Produit Y,32,5,CDI,Brenda Lowe,Standard,8379,38587,58794,27017,79901,71382,62669,50803,98749,48307,27401,97661,67540,597625.02,96924,106026,5.64,4,117.24,0.03,12.0,Senior 2,Medium,False,1610443.2,0.6,Avec Remise,1285481295.4
8594,Turner,Kimberly,48,Marketing,Deborahfort,2025-05-09,9365,3052,Non,66,Projet B,0.05,4463,Produit W,40,5,Freelance,James Smith,Standard,9000,10153,15222,50131,83843,52381,8154,85015,28331,61575,34307,59349,37975,500114.2,112380,124432,4.02,0,0.0,0.0,inf,Senior 2,Low,False,2347664.55,0.0,Avec Remise,1292981428.48
8595,Thomas,Sarah,38,IT,North Catherine,2018-11-16,11333,3219,Non,81,Projet A,0.09,1922,Produit Y,39,5,CDD,Dean Ramirez,Expert,8425,43782,68387,54630,36755,80407,52593,90421,87883,64497,43202,38805,80835,675399.27,135996,147640,4.57,7,259.38,0.06,5.43,Expérimenté,Medium,False,3061594.66,1.23,Avec Remise,1285481295.4
8596,Sexton,Jessica,30,Production,New Staceyfurt,2008-07-19,6027,570,Non,91,Projet C,0.24,3665,Produit X,33,3,CDI,Teresa Keller,Standard,4878,23257,57379,4725,64666,18623,32362,72199,35709,53938,86459,13961,41434,383581.12,72324,77772,4.93,17,763.0,0.29,1.76,Professionnel confirmé,Medium,False,3222676.09,2.42,Avec Remise,1275523122.61
8597,Harris,Whitney,58,Finance,Carlsonfurt,2015-01-06,10604,2445,Non,85,Projet C,0.01,1259,Produit W,32,1,CDD,Tammy Griffin,Standard,6023,15870,54582,56880,49476,54425,6638,73255,48616,3978,21656,25710,55168,461591.46,127248,135716,3.4,10,289.1,0.09,5.8,Pré-retraire,Medium,False,913176.31,1.14,Avec Remise,1292981428.48
8598,Huang,Amy,22,Production,Lake Jessicaside,2006-03-01,10639,4896,Oui,55,Projet A,0.28,4440,Produit Y,39,3,CDD,Sarah Wilson,Expert,3396,46300,42066,52099,90340,49354,18584,61164,40471,99878,39324,29110,12219,418254.48,127668,135960,3.08,19,321.47,0.11,1.16,Jeune employé,Medium,False,1726808.83,0.94,Avec Remise,1285481295.4
8599,Young,Katie,55,IT,New Kelsey,2014-03-07,4534,4899,Non,51,Projet C,0.17,3997,Produit X,43,5,CDI,Jonathan Simmons,Expert,3215,29264,32394,71614,41682,1349,39225,5240,17414,11683,33129,37067,8985,273108.18,54408,62522,4.37,11,245.06,0.13,5.0,Pré-retraire,Medium,False,756435.78,0.42,Avec Remise,1275523122.61
8600,Bradley,Harry,27,Production,Port Stevenport,2025-07-15,2847,2657,Oui,64,Projet D,0.01,3306,Produit W,40,2,CDI,Tamara Hamilton,Expert,1952,16631,34858,77223,97435,7787,23092,54967,72750,15108,72405,88555,76072,630514.17,34164,38773,16.26,0,0.0,0.0,inf,Jeune professionnel,Low,False,1883777.43,0.0,Avec Remise,1292981428.48
8601,Johnson,Allison,28,IT,Freemanside,2019-07-22,7385,4918,Oui,82,Projet B,0.12,1398,Produit X,30,4,Freelance,Michael Blake,Standard,1025,78150,66512,41169,80991,70609,36870,60988,59652,7194,20436,35084,18759,507244.32,88620,94563,5.36,6,263.91,0.08,4.67,Jeune professionnel,Medium,False,2293268.1,1.22,Avec Remise,1275523122.61
8602,Graham,Jesse,53,Finance,Port Nataliebury,2009-07-09,9599,2816,Non,99,Projet D,0.09,1212,Produit Y,40,4,CDI,Amanda Woods,Avancé,8044,37774,81166,63675,48614,47980,91227,26975,66506,22532,46750,78651,54861,606707.01,115188,126048,4.81,16,762.43,0.18,3.31,Expert,Medium,False,1082528.01,3.15,Avec Remise,1285481295.4
8603,Frederick,Elizabeth,47,RH,Lake Alexis,2012-05-26,11882,1655,Non,74,Projet A,0.15,3770,Produit Z,44,5,CDD,George Martinez,Standard,463,20963,24981,58239,29555,41347,15879,93275,89602,26887,8486,43073,91596,462300.55,142584,144702,3.19,13,307.34,0.1,3.62,Senior 2,Medium,False,3102684.72,0.88,Avec Remise,1286715697.35
8604,Leonard,Elizabeth,48,IT,East Raymondbury,2022-12-11,6512,4120,Oui,51,Projet C,0.28,2626,Produit W,30,2,CDI,Erin Norris,Avancé,7974,49582,48717,48170,61752,82767,48147,44672,19746,74846,87448,35799,28267,453537.36,78144,90238,5.03,3,76.9,0.02,16.0,Senior 2,Medium,False,2572234.0,0.32,Avec Remise,1292981428.48
8605,Garcia,Brandon,40,Finance,West Christinaside,2023-03-30,4800,502,Oui,76,Projet D,0.2,2584,Produit W,39,5,CDI,Michelle Stevens MD,Avancé,8064,1627,8253,74046,25732,31642,18040,27442,18279,98944,82053,79006,12068,381705.6,57600,66166,5.77,2,87.69,0.03,20.0,Senior 1,Medium,False,3219850.81,0.23,Avec Remise,1292981428.48
8606,Bradford,Roberto,43,Finance,Port Joseph,2010-05-20,7670,3087,Oui,90,Projet B,0.02,1727,Produit X,33,4,CDD,Anne Thomas,Expert,7128,8366,84685,49555,83680,84430,29994,79792,23609,21507,68567,18143,8005,549126.34,92040,102255,5.37,15,724.97,0.19,2.87,Senior 1,Medium,False,1598537.69,3.29,Avec Remise,1275523122.61
8607,Roberts,Charles,53,RH,Maryfort,2023-01-10,5291,4940,Non,84,Projet C,0.25,3984,Produit X,41,5,CDI,Mark Huffman,Avancé,4620,54556,17631,49057,57431,47444,40087,71385,85691,89630,15990,28002,31284,441141.0,63492,73052,6.04,2,101.45,0.03,26.5,Expert,Medium,False,2921699.38,0.3,Avec Remise,1275523122.61
8608,Benjamin,Sara,61,Marketing,North Josephfort,2013-11-29,6901,3222,Oui,52,Projet C,0.28,1004,Produit Z,32,3,CDD,Benjamin Franklin,Standard,8189,42419,37801,7614,37122,52483,58584,67927,21883,45831,10007,10498,98100,352993.68,82812,94223,3.75,12,233.77,0.1,5.08,Retraité / Consultant,Medium,False,2373985.43,0.7,Avec Remise,1286715697.35
8609,Williams,Heather,43,Ventes,New Glen,2014-01-10,6035,2202,Non,60,Projet D,0.04,4521,Produit Z,36,4,CDI,Bradley Fields,Avancé,6647,45937,56568,90118,13745,91091,81825,16930,62078,74668,57065,19387,53576,636468.48,72420,81269,7.83,11,516.89,0.12,3.91,Senior 1,Medium,False,3398480.03,2.49,Avec Remise,1286715697.35
8610,Manning,Raymond,32,RH,Lestershire,2021-06-19,2637,2922,Oui,51,Projet A,0.12,2086,Produit Z,39,3,Freelance,Julia Torres,Standard,6595,19992,74879,53646,69207,99239,97819,15240,51518,45931,11362,3451,77738,545619.36,31644,41161,13.26,4,270.42,0.07,8.0,Professionnel confirmé,Medium,False,975239.76,1.03,Avec Remise,1286715697.35
8611,Miller,Christina,53,Finance,Douglasfort,2023-03-06,3373,1632,Oui,56,Projet B,0.2,2626,Produit X,42,3,CDD,Jon Gillespie,Expert,6442,65222,13257,18777,36094,51654,49100,25362,51112,36093,3775,43924,19488,331086.4,40476,48550,6.82,2,76.38,0.03,26.5,Expert,Medium,False,2572234.0,0.16,Avec Remise,1275523122.61
8612,Hunt,Julie,27,IT,East Matthewbury,2011-04-13,10096,4774,Oui,92,Projet B,0.22,4840,Produit W,40,5,CDI,Sheena Morgan,Expert,808,49660,58075,5145,51873,46796,46617,67040,63767,28266,74881,99792,56269,505581.18,121152,126734,3.99,14,513.82,0.15,1.93,Jeune professionnel,Medium,False,2467596.24,1.77,Avec Remise,1292981428.48
8613,Harris,John,24,Marketing,Sanchezland,2021-05-25,9132,1120,Non,91,Projet D,0.13,3501,Produit W,32,2,CDI,Pam Carter,Avancé,3380,86383,37133,96487,98667,88697,78511,19729,84979,15846,84828,63475,13582,668435.79,109584,114084,5.86,4,213.27,0.05,6.0,Jeune employé,Medium,False,2060503.84,1.22,Avec Remise,1292981428.48
8614,Curtis,Tracy,54,Marketing,East Joshua,2019-04-17,9112,4676,Oui,56,Projet D,0.2,1893,Produit W,39,1,Freelance,Raymond Kim,Avancé,6051,52544,64658,85524,68369,592,54839,71675,54650,48115,24200,31816,63765,496597.6,109344,120071,4.14,6,138.97,0.04,9.0,Expert,Medium,False,1530954.97,0.48,Avec Remise,1292981428.48
8615,Michael,Justin,48,IT,Hardybury,2011-04-14,7351,1208,Non,83,Projet C,0.17,1133,Produit Y,38,2,CDI,Caroline Mcmillan,Avancé,3019,92785,40075,3711,55876,14899,64884,58494,41781,5093,65684,86003,1771,440776.48,88212,92439,4.77,14,554.08,0.18,3.43,Senior 2,Medium,False,1940273.63,1.75,Avec Remise,1285481295.4
8616,Kelley,Mike,25,RH,Port John,2020-07-19,11056,2611,Non,95,Projet A,0.27,1318,Produit Z,33,2,CDI,Marvin Johnston,Expert,5087,46620,23555,51864,11875,16303,90155,51992,89040,4110,38144,75565,7446,369868.37,132672,140370,2.63,5,125.16,0.05,5.0,Jeune professionnel,Medium,False,2343328.6,0.38,Avec Remise,1286715697.35
8617,Benson,Kristen,58,Ventes,Port Richard,2009-06-22,11517,4159,Non,69,Projet C,0.2,1374,Produit X,37,4,CDD,Caleb Brown,Expert,1871,61506,43157,56803,12576,96072,58111,1939,12670,61963,38515,73131,98508,491960.8,138204,144234,3.41,16,376.56,0.11,3.62,Pré-retraire,Medium,False,2863068.52,1.37,Avec Remise,1275523122.61
8618,Mathis,Timothy,61,Ventes,Barneshaven,2024-11-07,4749,4347,Oui,91,Projet B,0.22,1001,Produit W,40,4,CDD,Gregory Fisher,Avancé,4545,5798,44345,22522,36858,41620,62412,99840,2698,17508,87327,27930,28439,372291.66,56988,65880,5.65,1,51.42,0.02,61.0,Retraité / Consultant,Low,False,1545196.71,0.13,Avec Remise,1292981428.48
8619,Howard,Steven,58,Ventes,Hernandezfurt,2010-03-04,2683,4272,Oui,51,Projet B,0.03,1151,Produit Y,35,5,CDI,Brittney Ross,Avancé,7077,39050,63380,80846,91523,9820,7527,63545,79815,10757,8825,44782,15699,500101.93,32196,43545,11.48,15,878.58,0.26,3.87,Pré-retraire,Medium,False,2004321.52,3.42,Avec Remise,1285481295.4
8620,Norton,Tina,59,Production,Nathanielville,2015-11-20,5335,994,Oui,77,Projet D,0.28,1231,Produit Z,41,1,Freelance,Sara Perry,Standard,8686,63945,19449,67218,26224,89230,45119,23204,46124,6684,89700,2474,83837,405509.76,64020,73700,5.5,10,423.67,0.15,5.9,Pré-retraire,Medium,False,954636.8,1.14,Avec Remise,1286715697.35
8621,Romero,Tara,40,Marketing,Fishermouth,2020-11-15,11962,511,Non,64,Projet C,0.18,4602,Produit X,43,3,Freelance,Dominique Henry,Expert,1727,42252,36089,93606,61409,42236,88015,46690,94593,16927,86517,84556,95224,646253.48,143544,145782,4.43,5,141.86,0.03,8.0,Senior 1,Medium,False,1919819.44,0.58,Avec Remise,1275523122.61
8622,Lawson,Andrea,46,Marketing,Lake Joyce,2011-02-05,9667,1535,Non,65,Projet D,0.2,1881,Produit W,34,1,CDD,Steven Jones,Standard,7300,53278,74491,26005,22445,55328,79726,51530,12895,36975,16299,99514,67449,476748.0,116004,124839,3.82,14,347.52,0.11,3.29,Senior 2,Medium,False,3324628.54,1.33,Avec Remise,1292981428.48
8623,Smith,Philip,42,Production,Jimenezton,2012-11-13,9856,3482,Non,83,Projet D,0.2,2360,Produit Y,42,3,CDI,John Dillon,Standard,1880,87784,60924,89906,44585,52899,60746,69681,28919,92060,29563,66385,59625,594461.6,118272,123634,4.81,13,518.81,0.13,3.23,Senior 1,Medium,False,1796672.96,2.0,Avec Remise,1285481295.4
8624,Rogers,James,64,IT,Nataliemouth,2016-06-30,7232,2838,Non,81,Projet C,0.06,3755,Produit Z,34,4,CDD,Jamie Fletcher,Avancé,3783,41628,34234,48824,66435,54548,69827,10185,73360,82608,47222,29811,26153,549744.9,86784,93405,5.89,9,429.06,0.11,7.11,Retraité / Consultant,Medium,False,3164532.67,1.89,Avec Remise,1286715697.35
8625,Anderson,Thomas,58,Production,Jameshaven,2007-10-17,11660,3103,Oui,67,Projet C,0.1,1109,Produit W,43,1,CDI,Katherine Scott,Expert,8561,3056,81654,99925,46175,7970,27002,27884,20529,51725,32402,73740,89247,505178.1,139920,151584,3.33,18,401.92,0.12,3.22,Pré-retraire,Medium,False,1595051.64,1.29,Avec Remise,1292981428.48
8626,Young,Randy,59,Finance,Joshuaton,2013-04-22,8512,4805,Non,54,Projet D,0.14,2111,Produit W,42,4,CDD,Andrew Berry,Avancé,8630,55982,30498,19353,55753,4600,2588,1106,42193,91733,76204,53759,36297,404256.76,102144,115579,3.5,12,226.65,0.08,4.92,Pré-retraire,Medium,False,2262715.83,0.6,Avec Remise,1292981428.48
8627,Krause,Allison,40,IT,West Lisachester,2015-04-05,3558,3130,Oui,50,Projet C,0.19,4159,Produit Z,31,3,Freelance,Matthew Schneider,Expert,5185,64733,79028,16982,59792,88996,11905,72270,4147,30261,57081,48097,86968,502410.6,42696,51011,9.85,10,492.45,0.14,4.0,Senior 1,Medium,False,1117670.63,2.18,Avec Remise,1286715697.35
